A,output
"[b'Vellore, :, DMK\xe2\x80\x99s, Kathir, Anand, leads, 16,000, votes\n#VelloreLokSabhaElection, Vellore, VelloreElection, election\xe2\x80\xa6, https://t.co/1ttEfvhMmz, ']",election
"[b'#Salvini, calls, snap, election, Italy, -,  , https://t.co/MWlNnmJMyf, ']",election
"[@HumanImpactPR, :, What, safeguard, civil, constitutional, rights, Black, Brown, voters, heading, 2020, elec\xe2\x80\xa6, ']",election
"[b'Help, Pro-#2A, conservative, candidate, win, State, election, contribute, !, Thank, You, !, Follow\xe2\x80\xa6, https://t.co/xzIRxxvIbo, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[b'Tunisian, Prime, Minister, Youssef, Chahed, announces, submit, candidacy, papers, presidential\xe2\x80\xa6, https://t.co/3We9xm1DHF, ']",election
"[b'BJP, President, &, amp, ;, Home, Minister, Amit, Shah, appoints, Union, Minister, Narendra, Singh, Tomar, Election, In, -, charge, ,, Uttar, P\xe2\x80\xa6, https://t.co/7dFhl9oezj, ']",election
"[@Michael_BloomMR, :, Scifi, election, surprise, :, https://t.co/LERW54nqfs, ']",election
"[@pennewstweet, :, Vellore, :, 4, lakh, votes, counted, ;, A.C., Shanmugam, leads, 8,000, votes\n#VelloreLokSabhaElection, Vellore, VelloreElection, \xe2\x80\xa6, ']",election
"[b'Vellore, :, 4, lakh, votes, counted, ;, A.C., Shanmugam, leads, 8,000, votes\n#VelloreLokSabhaElection, Vellore\xe2\x80\xa6, https://t.co/4CIkbAL2Yf, ']",election
"[@sergiopaini, :, "", My, father, supports, Putin, ,, I, want, free, &, amp, ;, fair, Russia, "", :, 17yo, OlgaMisik, read, Constitution, riot, police, befo\xe2\x80\xa6, ']",election
"[b""Jeremy, Corbyn, urged, UK, 's, senior, civil, servant, intervene, prevent, -, deal, Brexit, genera\xe2\x80\xa6, https://t.co/xeK3BSnXOa, ""]",election
"[b'""#BorisJohnson\xe2\x80\x99s, election, spending, spree, PM, refuses, rule, poll, Nov, 1, "", |, @CamillaTominey, @HarryYorke1\xe2\x80\xa6, https://t.co/vBCaslJMN1, ']",election
"[b'""#BorisJohnson\xe2\x80\x99s, election, spending, spree, PM, refuses, rule, poll, Nov, 1, "", |, @CamillaTominey, @HarryYorke1\xe2\x80\xa6, https://t.co/zK4HUDA1ze, ']",election
"[@XposeBlackCrime, :, Economic, models, indicate, Trump, track, win, re-#election, ', landslide, ', report, https://t.co/ELM1x0WqaW, FoxNews\xe2\x80\xa6, ""]",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@kevingov0, :, @MLCavanaugh, @TulsiGabbard, @WarInstitute, @Future_of_War, @maxbrooksauthor, 16, years, military, service, COMBAT, MEDIC, =, \xe2\x80\x9cMilita\xe2\x80\xa6, ']",election
"[@sergiopaini, :, "", My, father, supports, Putin, ,, I, want, free, &, amp, ;, fair, Russia, "", :, 17yo, OlgaMisik, read, Constitution, riot, police, befo\xe2\x80\xa6, ']",election
"[@KeefKnight, :, K, Chronicles, :, April, Fool, !, https://t.co/jYO90THgd9\n#election, 2020, medialiteracy, aprilfools, ']",election
"[b'The, Purge, :, Election, Year, -, eStore, Election, https://t.co/ny3PkWS7HJ, ']",election
"[@oh_kir, :, "", The, primary, aspect, presidency, moral, leadership, ., "", -FDR,  , politicsoflove, marianne2020, BigTruth, election\n#WeThePeopl\xe2\x80\xa6, ']",election
"[@oh_kir, :, "", The, primary, aspect, presidency, moral, leadership, ., "", -FDR,  , politicsoflove, marianne2020, BigTruth, election\n#WeThePeopl\xe2\x80\xa6, ']",election
"[@GadflyQuebec, :, Lawmakers, turn, hackers, Defcon, election, security, -, CNET\nAs, 2020, election, looms, legislation, secure\xe2\x80\xa6, ']",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
"[b'Looks, important, 4, ElectionSecurity, !, 4, US, Election, news, \xf0\x9f\x87\xba\xf0\x9f\x87\xb8, follow, @jennycohn1, @RonWyden\xf0\x9f\x94\xa5HEY, @SpeakerPelosi!\xe2\x80\xa6, https://t.co/c28maqXL1e, ']",election
"[b'""The, primary, aspect, presidency, moral, leadership, ., "", -FDR,  , politicsoflove, marianne2020, BigTruth, election\xe2\x80\xa6, https://t.co/kg8U0b67DF, ']",election
"[b""IT, DOESN'T, MATTER, WHO, YOU, VOTE, FOR, IF, THE, VOTING, SYSTEM, IS, DESIGNED, TO, BE, HACKED, ., \n\n#ElectionSecurity, Election2020\xe2\x80\xa6, https://t.co/MC1I1ldMa6, ""]",election
"[@krishnagahlawat, :, Chowkidaar, Krishna, Gahlawat, Journey, Sonipat, Towards, Better, Haryana, |, \xe0\xa4\x9a\xe0\xa5\x8c\xe0\xa4\x95\xe0\xa5\x80\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb0, \xe0\xa4\x95\xe0\xa5\x83\xe0\xa4\xb7\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe, \xe0\xa4\x97\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xb5\xe0\xa4\xa4\n\n#krishnagahlawat, K\xe2\x80\xa6, ']",election
"[@Miraninick, :, @mitchellvii, BUT, HE, WILL, WIN, THE, ELECTION.WE, DON'T, SEE, ANYBODY, SO, FAR, ON, THE, OTHER, SIDE, LOOKS, LIKE, PRESIDENT, OR, CAN, BECO\xe2\x80\xa6, ""]",election
"[@pennewstweet, :, Vellore, :, AIADMK, candidate, Shanmugham, leads\n#VelloreLokSabhaElection, Vellore, VelloreElection, election, ElectionSecurity\xe2\x80\xa6, ']",election
"[b'Vellore, :, AIADMK, candidate, Shanmugham, leads\n#VelloreLokSabhaElection, Vellore, VelloreElection, election\xe2\x80\xa6, https://t.co/owUy0fa0xZ, ']",election
"[b'Lawmakers, turn, hackers, Defcon, election, security, -, CNET\nAs, 2020, election, looms, legislation, s\xe2\x80\xa6, https://t.co/afCFP7t234, ']",election
"[b'#Trump, USA, America, Taylor, Swift, Election, https://t.co/PSgfCs4CmC, ']",election
"[b""It, 's, exactly, reaction, castro, Bros, hoping, ., \nIt, maliciously.\n#dnc, criminals\xe2\x80\xa6, https://t.co/z0dmILtOyz, ""]",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@CenDemTech, :, HEY, @DEFCON, \xe2\x80\x93, happy, hour, election, advocates, &, amp, ;, researchers, ,, conjunction, @VerifiedVoting, today, ., \xe2\x9d\x97\xef\xb8\x8f, DM, @TypeMRT\xe2\x80\xa6, ']",election
"[@CenDemTech, :, HEY, @DEFCON, \xe2\x80\x93, happy, hour, election, advocates, &, amp, ;, researchers, ,, conjunction, @VerifiedVoting, today, ., \xe2\x9d\x97\xef\xb8\x8f, DM, @TypeMRT\xe2\x80\xa6, ']",election
"[b'Vellore, LS, polls, counting, begins\n#VelloreLokSabhaElection, Vellore, VelloreElection, election, ElectionSecurity\xe2\x80\xa6, https://t.co/sD9A0TGXwX, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[b'I, know, lot, Libertarians, support, Trump, Bill, Weld, definitely, eye, ., I\xe2\x80\x99, m, just\xe2\x80\xa6, https://t.co/5WU12BkOOB, ']",election
"[b'@TOOEdit, Prof, ., MacDonald, ,, reporters, ask, Trump, opposes, WhiteGenocide?\n#ProWhite, President\xe2\x80\xa6, https://t.co/7H1UKKg5Zs, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[b'Italy, government, :, Salvini, calls, snap, election, -, https://t.co/ca3cYFAPB9\n#calls, election, Government, Italy\xe2\x80\xa6, https://t.co/bt7nAJEirY, ']",election
"[b'My, sad, prediction, -, 20, years, Democrat, win, popular, vote, 10, point, margin, President, ,, lo\xe2\x80\xa6, https://t.co/N5Sil0cjGi, ']",election
"[b'@bgcoalition2020, ArtistsUnited, Vote,  , election, ActorsEquity, We, need, internal, reform, ., Unified, pensions, .,  , BG.\xe2\x80\xa6, https://t.co/BuGKaJzZOX, ']",election
"[@KeefKnight, :, K, Chronicles, :, April, Fool, !, https://t.co/jYO90THgd9\n#election, 2020, medialiteracy, aprilfools, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[b""Looks, like, I, 'm, voting, NDP, Manitoba, Election, ., You, thank, .@BrianPallisterfor, ..., Green, F\xe2\x80\xa6, https://t.co/pcSd6tMf9o, ""]",election
"[b'The, National, Consensus, Election, Ticket, led, @awmasoud, launched, campaigns, day, Peace, Moder\xe2\x80\xa6, https://t.co/eYFeLD0Uta, ']",election
"[b'4, Slideshow, Mueller, Report, Series, ., I, distilled, events, slides, w, /, photos, linking, people, &, amp, ;, events, ,, ordered, slides, by\xe2\x80\xa6, https://t.co/yLsLIMppkB, ']",election
"[@bcuriouswithme, :, Democrats, Must, Be, Prepared, Contest, Poll, -, Defying, Election, Results, https://t.co/B54QzxAW20, Election, Integrity, ']",election
"[@unite4strength, :, Unite, Strength, making, sure, background, actors, voices, heard, votes, counted.\n#uniteforstrength, sagaftra\xe2\x80\xa6, ']",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
"[b'Yang, qualifies, fall, Democratic, debates, https://t.co/wviaF7Dn3u, POTUS, Election, Vote, Voter, AndrewYang, ']",election
"[@SanjaySDutt, :, Heavy, rains, created, havoc, Maharashtra, especially, Kolhapurfloods, &, amp, ;, Sanglifloods, ., Thousands, people, affecte\xe2\x80\xa6, ']",election
"[@unite4strength, :, Unite, Strength, making, sure, background, actors, voices, heard, votes, counted.\n#uniteforstrength, sagaftra\xe2\x80\xa6, ']",election
"[b""OMG, ,, world.\xf0\x9f\x8c\x8eReal, life, spy, stuff, \xf0\x9f\xa7\x90, 's, real, SPIES, real, NUCLEARTREASON, ., \xf0\x9f\x94\xa5For, follow, @ninaandtito\xe2\x80\xa6, https://t.co/05eAGwajuh, ""]",election
"[b'Get, political, bumper, sticker, good, way, election, day, ., antitrump, politics\xe2\x80\xa6, https://t.co/2iT47Ny0wm, ']",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
"[@unite4strength, :, Unite, Strength, making, sure, background, actors, voices, heard, votes, counted.\n#uniteforstrength, sagaftra\xe2\x80\xa6, ']",election
"[@BKDLLP, :, The, upcoming, election, affect, HealthCare, myriad, ways, ., Learn, getting, basics, help, prevail, p\xe2\x80\xa6, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[b'All, cray, plans, Dems, making, FlipItBlue, 2020.\n\nThe, election, happen, ,, fixe\xe2\x80\xa6, https://t.co/uJ5tLVz4Ev, ']",election
"[@IpsosNewsPolls, :, This, week, ,, Ipsos, ', @jcbjackson, @mallorycate, share, new, polling, data, gun, policy, following, mass, shootings, El\xe2\x80\xa6, ""]",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@RuanoFaxas, :, @washingtonpost, "", Kimberly, Breier, [, @WHAAsstSecty, ], resigns, assistant, secretary, state, Western, Hemisphere""\n#ELECTION\xe2\x80\xa6, ']",election
"[b'@washingtonpost, "", Kimberly, Breier, [, @WHAAsstSecty, ], resigns, assistant, secretary, state, Western, Hemisphere""\xe2\x80\xa6, https://t.co/5ruqZ5SFaZ, ']",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[b""We'll, Convention, NY, board, @AvisBoone, !,  , usanleadership, USAN\xe2\x80\xa6, https://t.co/Mx3wj2wBPt, ""]",election
"[b'Exclusive, :, Critical, US, Election, Systems, Have, Been, Left, Exposed, Online, Despite, Official, Denials\n\nhttps://t.co, /, HnGgXnLvn7, ']",election
"[@RobinEnochs, :, "", bias, Google, search, results, likely, shifted, 2.6, million\xc2\xa0votes\xc2\xa0to, Hillary, Clinton, 2016, w, /, knowing, ,, with\xe2\x80\xa6, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@LARadioMike, :, Since, 2005, I, got, @morgfair, work, members, ., Vote, uniteforstrength, ufs, sagaftra, sagaftramember, sagaftramembers\xe2\x80\xa6, ']",election
"[b'Since, 2005, I, got, @morgfair, work, members, ., Vote, uniteforstrength, ufs, sagaftra, sagaftramember\xe2\x80\xa6, https://t.co/JX34IG1UsZ, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@asiatimesonline, :, Taiwan\xe2\x80\x99s, President, Tsai, Ing, -, wen, said, prioritizing, military, spending, policy, platform, reelection, ., T\xe2\x80\xa6, ']",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
"[b'https://t.co, /, mDr6kj2Ivg\n\nA, lot, folks, directly, saying, (, unsolicited, ), ., \n\nIts, time, conclude, 3\xe2\x80\xa6, https://t.co/Gp1a5IBD6U, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[b'What, actual, fuck, ..., \n#election, \n\nExclusive, :, Critical, U.S., Election, Systems, Have, Been, Left, Exposed, Online, Despite\xe2\x80\xa6, https://t.co/QELBMSia9V, ']",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
"[b'How, felonies, Congresswoman, commit?!?\n@IlhanMN, guilty, Immigration\nfraud, ,, Bigamy, ,, Tax, fraud,\xe2\x80\xa6, https://t.co/XgcStlW1ng, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@IpsosNewsPolls, :, Ipsos, ', @kylebraid, ,, breaks, upcoming, Canadian, election, @Jeffrey_Andreas, radio, @RadioNLNews, ., Tune\xe2\x80\xa6, ""]",election
"[b""Oh, ..., co., involved, w/, election, voting, machines, lies?\n\n#ess, says, machine, AREN'T, hooked, internet\nbut\nunits\xe2\x80\xa6, https://t.co/Dz5dNwqRd3, ""]",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
"[b'""Masters, Of, The, Universe, "", Kids, T, -, Shirts, $, 18, Prometheus31, @TeePublic, https://t.co/Ld1ImXPDJL, \n\n#motu\xe2\x80\xa6, https://t.co/JY7OyqOaBJ, ']",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@MaxKingsleyEh, :, Are, RCMP, waiting, Canada, 's, election, announce, evidence, criminal, fraud, Jason, Kenney, 's, leadership, cam\xe2\x80\xa6, ""]",election
"[@commonwealthsec, :, The, majority, Election, Management, Body, form, ICT, electoral, processes, ,, meaning, n\xe2\x80\xa6, ']",election
"[@RuanoFaxas, :, ELECTION.\nPEOPLE, ARE, LEAVING, THE, TRUMP, WHITEHOUSE, IN, RECORD, NUMBERS, ., BETTER, SAFE, THAN, SORRY.\nEVERY, MAN, FOR, HIMSELF.\nJohn\xe2\x80\xa6, ']",election
"[@RuanoFaxas, :, USA, ELECTION, CORRUPTION, RUSSIA, PUTIN, MUELLER, FBI.\nPEOPLE, ARE, LEAVING, THE, TRUMP, WHITEHOUSE, IN, RECORD, NUMBERS.\nBETTE\xe2\x80\xa6, ']",election
"[@RuanoFaxas, :, USA, ELECTION, CORRUPTION, RUSSIA, PUTIN, MUELLER, FBI, ., PEOPLE, ARE, LEAVING, THE, TRUMP, WHITEHOUSE, IN, RECORD, NUMBERS, ., BETTE\xe2\x80\xa6, ']",election
"[@RuanoFaxas, :, @CNN, PEOPLE, ARE, LEAVING, THE, TRUMP, WHITEHOUSE, IN, RECORD, NUMBERS, ., BETTER, SAFE, THAN, SORRY, :, Rod, Rosenstein, ,, Kirstjen, Nielsen\xe2\x80\xa6, ']",election
"[@RuanoFaxas, :, @RepAdamSchiff, "", Trump, [, ..., ], It\xe2\x80\x99s, profound, attack, rule, law, decades, "", Adam, Schiff.\n#Nielsen\n#Mattis\n#Kelly\xe2\x80\xa6, ']",election
"[@RuanoFaxas, :, @latimes, "", The, notable, firings, resignations, Trump, administration""\nKirstjen, Nielsen\nJames, Mattis\nJohn, Kel\xe2\x80\xa6, ']",election
"[@RuanoFaxas, :, @HuffPost, "", Former, Director, National, Intelligence, DNI, James, Clapper, said, agreed, acting, FBI, Director, And\xe2\x80\xa6, ']",election
"[@RuanoFaxas, :, @CNN, "", [, Trump, ], looking, possibility, revoking, officials\, ', security, clearances, ., "", Sarah, Huckabee\xe2\x80\xa6, ']",election
"[@ZBartanovicha, :, @RuanoFaxas, @washingtonpost, @JohnBrennan, Via, RuanoFaxas\n""#Trump, called, [, Jill, McCabe, ], \'loser\'""\n""We, th\xe2\x80\xa6, ']",election
"[@RuanoFaxas, :, @CBSNews, "", Trump, called, [, Jill, McCabe, ], \'loser\'""\n""We, there\, 's, pattern, Donald, Trump, that\, 's, anti, -, female\xe2\x80\xa6, ']",election
"[@RuanoFaxas, :, @washingtonpost, "", After, then-#FBI, Director, James, B., Comey, fired, ,, knew, Andrew, target, pre\xe2\x80\xa6, ']",election
"[@RuanoFaxas, :, @thehill, "", Ex-#CIA, director, ,, John, Brennan, ,, shreds, Trump, McCabe, firing, :, You\'ll, remembered, \'disgraced, demagog\xe2\x80\xa6, ']",election
"[@siddnigam_off, :, You, lose, ,, win, ,, fun, !, That, 's, life, 's, Poker, ., Join, @iavneetkaur, https://t.co/sdfMW\xe2\x80\xa6, ""]",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
"[@HumanImpactPR, :, What, safeguard, civil, constitutional, rights, Black, Brown, voters, heading, 2020, elec\xe2\x80\xa6, ']",election
"[b'Trying, senses, election, person, faith, ., https://t.co/MHxtuWc7W6, ']",election
"[@PaulaChertok, :, Trump, words, predator, ,, invasion, ,, alien, ,, killer, ,, criminal, ,, animal, 500, times, immigration, at\xe2\x80\xa6, ']",election
